@SpeciesCode,@MeasurementDateGMT,@Value,SiteCode
FINE,2022-01-21 14:00:00,12.1,HP1
FINE,2022-01-21 15:00:00,10.4,HP1
FINE,2022-01-21 16:00:00,10.4,HP1
FINE,2022-01-21 17:00:00,11.5,HP1
FINE,2022-01-21 18:00:00,12.4,HP1
FINE,2022-01-21 19:00:00,14.9,HP1
FINE,2022-01-21 20:00:00,16.3,HP1
FINE,2022-01-21 21:00:00,15.9,HP1
FINE,2022-01-21 22:00:00,14,HP1
FINE,2022-01-21 23:00:00,13.5,HP1
FINE,2022-01-22 00:00:00,13.5,HP1
FINE,2022-01-22 01:00:00,12.8,HP1
FINE,2022-01-22 02:00:00,11.4,HP1
FINE,2022-01-22 03:00:00,10.3,HP1
FINE,2022-01-22 04:00:00,9.2,HP1
FINE,2022-01-22 05:00:00,9,HP1
FINE,2022-01-22 06:00:00,9.4,HP1
FINE,2022-01-22 07:00:00,9.8,HP1
FINE,2022-01-22 08:00:00,11.3,HP1
FINE,2022-01-22 09:00:00,12.7,HP1
FINE,2022-01-22 10:00:00,14.4,HP1
FINE,2022-01-22 11:00:00,14.2,HP1
FINE,2022-01-22 12:00:00,11.2,HP1
FINE,2022-01-22 13:00:00,12,HP1
FINE,2022-01-22 14:00:00,15.2,HP1
FINE,2022-01-22 15:00:00,15.5,HP1
FINE,2022-01-22 16:00:00,15.1,HP1
FINE,2022-01-22 17:00:00,15,HP1
FINE,2022-01-22 18:00:00,17.6,HP1
FINE,2022-01-22 19:00:00,20.5,HP1
FINE,2022-01-22 20:00:00,22.4,HP1
FINE,2022-01-22 21:00:00,22,HP1
FINE,2022-01-22 22:00:00,19.5,HP1
FINE,2022-01-22 23:00:00,17.9,HP1
FINE,2022-01-23 00:00:00,13.3,HP1
FINE,2022-01-23 01:00:00,12,HP1
FINE,2022-01-23 02:00:00,12.2,HP1
FINE,2022-01-23 03:00:00,12.4,HP1
FINE,2022-01-23 04:00:00,12.7,HP1
FINE,2022-01-23 05:00:00,12.7,HP1
FINE,2022-01-23 06:00:00,13.5,HP1
FINE,2022-01-23 07:00:00,15.9,HP1
FINE,2022-01-23 08:00:00,17.3,HP1
FINE,2022-01-23 09:00:00,16.8,HP1
FINE,2022-01-23 10:00:00,15.6,HP1
FINE,2022-01-23 11:00:00,16.4,HP1
FINE,2022-01-23 12:00:00,14.4,HP1
FINE,2022-01-23 13:00:00,14.7,HP1
FINE,2022-01-23 14:00:00,14.4,HP1
FINE,2022-01-23 15:00:00,17,HP1
FINE,2022-01-23 16:00:00,19.1,HP1
FINE,2022-01-23 17:00:00,16.1,HP1
FINE,2022-01-23 18:00:00,18.3,HP1
FINE,2022-01-23 19:00:00,18.8,HP1
FINE,2022-01-23 20:00:00,16.8,HP1
FINE,2022-01-23 21:00:00,17.6,HP1
FINE,2022-01-23 22:00:00,16.9,HP1
FINE,2022-01-23 23:00:00,17.1,HP1
FINE,2022-01-24 00:00:00,16.9,HP1
FINE,2022-01-24 01:00:00,17.2,HP1
FINE,2022-01-24 02:00:00,17.5,HP1
FINE,2022-01-24 03:00:00,17.8,HP1
FINE,2022-01-24 04:00:00,18.8,HP1
FINE,2022-01-24 05:00:00,19.3,HP1
FINE,2022-01-24 06:00:00,19.2,HP1
FINE,2022-01-24 07:00:00,19.3,HP1
FINE,2022-01-24 08:00:00,18.2,HP1
FINE,2022-01-24 09:00:00,16.7,HP1
FINE,2022-01-24 10:00:00,17.2,HP1
FINE,2022-01-24 11:00:00,17.8,HP1
FINE,2022-01-24 12:00:00,19.4,HP1
FINE,2022-01-24 13:00:00,20.3,HP1
FINE,2022-01-24 14:00:00,22.6,HP1
FINE,2022-01-24 15:00:00,22.5,HP1
FINE,2022-01-24 16:00:00,23.9,HP1
FINE,2022-01-24 17:00:00,25.2,HP1
FINE,2022-01-24 18:00:00,25.9,HP1
FINE,2022-01-24 19:00:00,25.8,HP1
FINE,2022-01-24 20:00:00,25,HP1
FINE,2022-01-24 21:00:00,22.5,HP1
FINE,2022-01-24 22:00:00,22.3,HP1
FINE,2022-01-24 23:00:00,21.4,HP1
FINE,2022-01-25 00:00:00,23.1,HP1
FINE,2022-01-25 01:00:00,25.5,HP1
FINE,2022-01-25 02:00:00,25.3,HP1
FINE,2022-01-25 03:00:00,25.1,HP1
FINE,2022-01-25 04:00:00,23.7,HP1
FINE,2022-01-25 05:00:00,23.3,HP1
FINE,2022-01-25 06:00:00,24.2,HP1
FINE,2022-01-25 07:00:00,23.4,HP1
FINE,2022-01-25 08:00:00,23.5,HP1
FINE,2022-01-25 09:00:00,24.7,HP1
FINE,2022-01-25 10:00:00,24.8,HP1
FINE,2022-01-25 11:00:00,25.1,HP1
FINE,2022-01-25 12:00:00,28,HP1
FINE,2022-01-25 13:00:00,31.7,HP1
FINE,2022-01-25 14:00:00,27.2,HP1
FINE,2022-01-25 15:00:00,25.7,HP1
FINE,2022-01-25 16:00:00,19.8,HP1
FINE,2022-01-25 17:00:00,20,HP1
FINE,2022-01-25 18:00:00,27.8,HP1
FINE,2022-01-25 19:00:00,20.9,HP1
FINE,2022-01-25 20:00:00,18.9,HP1
FINE,2022-01-25 21:00:00,19.2,HP1
FINE,2022-01-25 22:00:00,21.2,HP1
FINE,2022-01-25 23:00:00,24.3,HP1
FINE,2022-01-26 00:00:00,22.7,HP1
FINE,2022-01-26 01:00:00,23.9,HP1
FINE,2022-01-26 02:00:00,26.6,HP1
FINE,2022-01-26 03:00:00,26.8,HP1
FINE,2022-01-26 04:00:00,25.4,HP1
FINE,2022-01-26 05:00:00,24.7,HP1
FINE,2022-01-26 06:00:00,23.1,HP1
FINE,2022-01-26 07:00:00,20.4,HP1
FINE,2022-01-26 08:00:00,18.3,HP1
FINE,2022-01-26 09:00:00,18.5,HP1
FINE,2022-01-26 10:00:00,21,HP1
FINE,2022-01-26 11:00:00,19,HP1
FINE,2022-01-26 12:00:00,17.5,HP1
FINE,2022-01-26 13:00:00,13.5,HP1
FINE,2022-01-26 14:00:00,11.1,HP1
FINE,2022-01-26 15:00:00,14.8,HP1
FINE,2022-01-26 16:00:00,17.3,HP1
FINE,2022-01-26 17:00:00,18,HP1
FINE,2022-01-26 18:00:00,17.1,HP1
FINE,2022-01-26 19:00:00,16.1,HP1
FINE,2022-01-26 20:00:00,16.7,HP1
FINE,2022-01-26 21:00:00,16.6,HP1
FINE,2022-01-26 22:00:00,15.8,HP1
FINE,2022-01-26 23:00:00,13.9,HP1
FINE,2022-01-27 00:00:00,13.2,HP1
FINE,2022-01-27 01:00:00,13.1,HP1
FINE,2022-01-27 02:00:00,11.8,HP1
FINE,2022-01-27 03:00:00,9.8,HP1
FINE,2022-01-27 04:00:00,8.2,HP1
FINE,2022-01-27 05:00:00,7.1,HP1
FINE,2022-01-27 06:00:00,6.9,HP1
FINE,2022-01-27 07:00:00,6.6,HP1
FINE,2022-01-27 08:00:00,6,HP1
FINE,2022-01-27 09:00:00,6.1,HP1
FINE,2022-01-27 10:00:00,5.9,HP1
FINE,2022-01-27 11:00:00,6.1,HP1
FINE,2022-01-27 12:00:00,4.5,HP1
FINE,2022-01-27 13:00:00,3.9,HP1
FINE,2022-01-27 14:00:00,4.2,HP1
FINE,2022-01-27 15:00:00,3.6,HP1
FINE,2022-01-27 16:00:00,3.8,HP1
FINE,2022-01-27 17:00:00,4.5,HP1
FINE,2022-01-27 18:00:00,4.8,HP1
FINE,2022-01-27 19:00:00,6,HP1
FINE,2022-01-27 20:00:00,10.3,HP1
FINE,2022-01-27 21:00:00,8.5,HP1
FINE,2022-01-27 22:00:00,8.9,HP1
FINE,2022-01-27 23:00:00,9.5,HP1
FINE,2022-01-28 00:00:00,9.2,HP1
FINE,2022-01-28 01:00:00,8.4,HP1
FINE,2022-01-28 02:00:00,7.4,HP1
FINE,2022-01-28 03:00:00,6.9,HP1
FINE,2022-01-28 04:00:00,7.3,HP1
FINE,2022-01-28 05:00:00,7.4,HP1
FINE,2022-01-28 06:00:00,7.7,HP1
FINE,2022-01-28 07:00:00,7.9,HP1
FINE,2022-01-28 08:00:00,8.6,HP1
FINE,2022-01-28 09:00:00,7.7,HP1
FINE,2022-01-28 10:00:00,12.9,HP1
FINE,2022-01-28 11:00:00,8.2,HP1
FINE,2022-01-28 12:00:00,6.1,HP1
FINE,2022-01-28 13:00:00,5.9,HP1
FINE,2022-01-28 14:00:00,7.6,HP1
FINE,2022-01-28 15:00:00,7.4,HP1
FINE,2022-01-28 16:00:00,6.7,HP1
FINE,2022-01-28 17:00:00,8.8,HP1
FINE,2022-01-28 18:00:00,7.4,HP1
FINE,2022-01-28 19:00:00,5,HP1
FINE,2022-01-28 20:00:00,4.9,HP1
FINE,2022-01-28 21:00:00,5.3,HP1
FINE,2022-01-28 22:00:00,5.2,HP1
FINE,2022-01-28 23:00:00,4.3,HP1
FINE,2022-01-29 00:00:00,3,HP1
FINE,2022-01-29 01:00:00,2.1,HP1
FINE,2022-01-29 02:00:00,1.5,HP1
FINE,2022-01-29 03:00:00,0.9,HP1
FINE,2022-01-29 04:00:00,0.9,HP1
FINE,2022-01-29 05:00:00,1,HP1
FINE,2022-01-29 06:00:00,0.9,HP1
FINE,2022-01-29 07:00:00,0.7,HP1
FINE,2022-01-29 08:00:00,0.7,HP1
FINE,2022-01-29 09:00:00,0.9,HP1
FINE,2022-01-29 10:00:00,1.3,HP1
FINE,2022-01-29 11:00:00,1.6,HP1
FINE,2022-01-29 12:00:00,1.8,HP1
FINE,2022-01-29 13:00:00,2.4,HP1
FINE,2022-01-29 14:00:00,2.6,HP1
FINE,2022-01-29 15:00:00,3,HP1
FINE,2022-01-29 16:00:00,3.4,HP1
FINE,2022-01-29 17:00:00,6.4,HP1
FINE,2022-01-29 18:00:00,9.5,HP1
FINE,2022-01-29 19:00:00,10.5,HP1
FINE,2022-01-29 20:00:00,9.2,HP1
FINE,2022-01-29 21:00:00,9.5,HP1
FINE,2022-01-29 22:00:00,9.9,HP1
FINE,2022-01-29 23:00:00,7.6,HP1
FINE,2022-01-30 00:00:00,7.9,HP1
FINE,2022-01-30 01:00:00,9.5,HP1
FINE,2022-01-30 02:00:00,8.7,HP1
FINE,2022-01-30 03:00:00,8.1,HP1
FINE,2022-01-30 04:00:00,7.7,HP1
FINE,2022-01-30 05:00:00,7.7,HP1
FINE,2022-01-30 06:00:00,7.6,HP1
FINE,2022-01-30 07:00:00,7.7,HP1
FINE,2022-01-30 08:00:00,8.4,HP1
FINE,2022-01-30 09:00:00,8.8,HP1
FINE,2022-01-30 10:00:00,9.5,HP1
FINE,2022-01-30 11:00:00,10.6,HP1
FINE,2022-01-30 12:00:00,9.9,HP1
FINE,2022-01-30 13:00:00,9.7,HP1
FINE,2022-01-30 14:00:00,8.8,HP1
FINE,2022-01-30 15:00:00,8.6,HP1
FINE,2022-01-30 16:00:00,7.6,HP1
FINE,2022-01-30 17:00:00,8.8,HP1
FINE,2022-01-30 18:00:00,10.5,HP1
FINE,2022-01-30 19:00:00,9.2,HP1
FINE,2022-01-30 20:00:00,8.3,HP1
FINE,2022-01-30 21:00:00,8.4,HP1
FINE,2022-01-30 22:00:00,6.3,HP1
FINE,2022-01-30 23:00:00,4,HP1
NO2,2022-01-01 00:00:00,7.2,HP1
NO2,2022-01-01 01:00:00,5.9,HP1
NO2,2022-01-01 02:00:00,4.8,HP1
NO2,2022-01-01 03:00:00,4.1,HP1
NO2,2022-01-01 04:00:00,3.6,HP1
NO2,2022-01-01 05:00:00,2.9,HP1
NO2,2022-01-01 06:00:00,2.9,HP1
NO2,2022-01-01 07:00:00,3.8,HP1
NO2,2022-01-01 08:00:00,5.6,HP1
NO2,2022-01-01 09:00:00,6,HP1
NO2,2022-01-01 10:00:00,6.6,HP1
NO2,2022-01-01 11:00:00,6.8,HP1
NO2,2022-01-01 12:00:00,7.3,HP1
NO2,2022-01-01 13:00:00,7.7,HP1
NO2,2022-01-01 14:00:00,8.1,HP1
NO2,2022-01-01 15:00:00,7.2,HP1
NO2,2022-01-01 16:00:00,8.9,HP1
NO2,2022-01-01 17:00:00,9.7,HP1
NO2,2022-01-01 18:00:00,10.8,HP1
NO2,2022-01-01 19:00:00,9.9,HP1
NO2,2022-01-01 20:00:00,9.2,HP1
NO2,2022-01-01 21:00:00,7,HP1
NO2,2022-01-01 22:00:00,6.2,HP1
NO2,2022-01-01 23:00:00,5.3,HP1
NO2,2022-01-02 00:00:00,4.6,HP1
NO2,2022-01-02 01:00:00,2.4,HP1
NO2,2022-01-02 02:00:00,1.6,HP1
NO2,2022-01-02 03:00:00,2.7,HP1
NO2,2022-01-02 04:00:00,3.6,HP1
NO2,2022-01-02 05:00:00,4.1,HP1
NO2,2022-01-02 06:00:00,3.1,HP1
NO2,2022-01-02 07:00:00,3,HP1
NO2,2022-01-02 08:00:00,4,HP1
NO2,2022-01-02 09:00:00,4,HP1
NO2,2022-01-02 10:00:00,4.2,HP1
NO2,2022-01-02 11:00:00,4.9,HP1
NO2,2022-01-02 12:00:00,5.5,HP1
NO2,2022-01-02 13:00:00,7.1,HP1
NO2,2022-01-02 14:00:00,6.1,HP1
NO2,2022-01-02 15:00:00,6.2,HP1
NO2,2022-01-02 16:00:00,6.5,HP1
NO2,2022-01-02 17:00:00,8.8,HP1
NO2,2022-01-02 18:00:00,8,HP1
NO2,2022-01-02 19:00:00,6.7,HP1
NO2,2022-01-02 20:00:00,5.7,HP1
NO2,2022-01-02 21:00:00,5.4,HP1
NO2,2022-01-02 22:00:00,5.2,HP1
NO2,2022-01-02 23:00:00,4.1,HP1
NO2,2022-01-03 00:00:00,3.8,HP1
NO2,2022-01-03 01:00:00,3.5,HP1
NO2,2022-01-03 02:00:00,2.2,HP1
NO2,2022-01-03 03:00:00,1.7,HP1
NO2,2022-01-03 04:00:00,2.1,HP1
NO2,2022-01-03 05:00:00,2.4,HP1
NO2,2022-01-03 06:00:00,3.6,HP1
NO2,2022-01-03 07:00:00,5.9,HP1
NO2,2022-01-03 08:00:00,9.6,HP1
NO2,2022-01-03 09:00:00,9.2,HP1
NO2,2022-01-03 10:00:00,10.9,HP1
NO2,2022-01-03 11:00:00,10.5,HP1
NO2,2022-01-03 12:00:00,9.4,HP1
NO2,2022-01-03 13:00:00,9.1,HP1
NO2,2022-01-03 14:00:00,10.4,HP1
NO2,2022-01-03 15:00:00,13.4,HP1
NO2,2022-01-03 16:00:00,17.1,HP1
NO2,2022-01-03 17:00:00,22.7,HP1
NO2,2022-01-03 18:00:00,22.9,HP1
NO2,2022-01-03 19:00:00,18.9,HP1
NO2,2022-01-03 20:00:00,18.5,HP1
NO2,2022-01-03 21:00:00,17.9,HP1
NO2,2022-01-03 22:00:00,11.5,HP1
NO2,2022-01-03 23:00:00,8.2,HP1
NO2,2022-01-04 00:00:00,6.7,HP1
NO2,2022-01-04 01:00:00,6.2,HP1
NO2,2022-01-04 02:00:00,5.8,HP1
NO2,2022-01-04 03:00:00,5,HP1
NO2,2022-01-04 04:00:00,4.5,HP1
NO2,2022-01-04 05:00:00,7.9,HP1
NO2,2022-01-04 06:00:00,16.1,HP1
NO2,2022-01-04 07:00:00,24.4,HP1
NO2,2022-01-04 08:00:00,34.3,HP1
NO2,2022-01-04 09:00:00,30.3,HP1
NO2,2022-01-04 10:00:00,14.1,HP1
NO2,2022-01-04 11:00:00,12.1,HP1
NO2,2022-01-04 12:00:00,14.4,HP1
NO2,2022-01-04 13:00:00,13.6,HP1
NO2,2022-01-04 14:00:00,18,HP1
NO2,2022-01-04 15:00:00,22.1,HP1
NO2,2022-01-04 16:00:00,28,HP1
NO2,2022-01-04 17:00:00,27.1,HP1
NO2,2022-01-04 18:00:00,28.7,HP1
NO2,2022-01-04 19:00:00,41.3,HP1
NO2,2022-01-04 20:00:00,37.7,HP1
NO2,2022-01-04 21:00:00,22.3,HP1
NO2,2022-01-04 22:00:00,16.5,HP1
NO2,2022-01-04 23:00:00,13.6,HP1
NO2,2022-01-05 00:00:00,12.3,HP1
NO2,2022-01-05 01:00:00,9,HP1
NO2,2022-01-05 02:00:00,6.4,HP1
NO2,2022-01-05 03:00:00,4.2,HP1
NO2,2022-01-05 04:00:00,6,HP1
NO2,2022-01-05 05:00:00,9.7,HP1
NO2,2022-01-05 06:00:00,15.2,HP1
NO2,2022-01-05 07:00:00,25,HP1
NO2,2022-01-05 08:00:00,34.3,HP1
NO2,2022-01-05 09:00:00,35.3,HP1
NO2,2022-01-05 10:00:00,25.4,HP1
NO2,2022-01-05 11:00:00,23.2,HP1
NO2,2022-01-05 12:00:00,13.5,HP1
NO2,2022-01-05 13:00:00,12.2,HP1
NO2,2022-01-05 14:00:00,15.1,HP1
NO2,2022-01-05 15:00:00,18.1,HP1
NO2,2022-01-05 16:00:00,24.2,HP1
NO2,2022-01-05 17:00:00,37.6,HP1
NO2,2022-01-05 18:00:00,62.8,HP1
NO2,2022-01-05 19:00:00,61.9,HP1
NO2,2022-01-05 20:00:00,63.6,HP1
NO2,2022-01-05 21:00:00,63.1,HP1
NO2,2022-01-05 22:00:00,63,HP1
NO2,2022-01-05 23:00:00,59.9,HP1
NO2,2022-01-06 00:00:00,56,HP1
NO2,2022-01-06 01:00:00,52.6,HP1
NO2,2022-01-06 02:00:00,43,HP1
NO2,2022-01-06 03:00:00,39.9,HP1
NO2,2022-01-06 04:00:00,39.1,HP1
NO2,2022-01-06 05:00:00,38.1,HP1
NO2,2022-01-06 06:00:00,42.6,HP1
NO2,2022-01-06 07:00:00,47.1,HP1
NO2,2022-01-06 08:00:00,53.8,HP1
NO2,2022-01-06 09:00:00,51.8,HP1
NO2,2022-01-06 10:00:00,26,HP1
NO2,2022-01-06 11:00:00,19.6,HP1
NO2,2022-01-06 12:00:00,20,HP1
NO2,2022-01-06 13:00:00,19.6,HP1
NO2,2022-01-06 14:00:00,22.8,HP1
NO2,2022-01-06 15:00:00,19.3,HP1
NO2,2022-01-06 16:00:00,14.2,HP1
NO2,2022-01-06 17:00:00,12.7,HP1
NO2,2022-01-06 18:00:00,9.6,HP1
NO2,2022-01-06 19:00:00,8.1,HP1
NO2,2022-01-06 20:00:00,9.2,HP1
NO2,2022-01-06 21:00:00,12.8,HP1
NO2,2022-01-06 22:00:00,11.3,HP1
NO2,2022-01-06 23:00:00,6.6,HP1
NO2,2022-01-07 00:00:00,5.1,HP1
NO2,2022-01-07 01:00:00,3.5,HP1
NO2,2022-01-07 02:00:00,2.7,HP1
NO2,2022-01-07 03:00:00,2.1,HP1
NO2,2022-01-07 04:00:00,2.5,HP1
NO2,2022-01-07 05:00:00,3.5,HP1
NO2,2022-01-07 06:00:00,8.8,HP1
NO2,2022-01-07 07:00:00,15.1,HP1
NO2,2022-01-07 08:00:00,20.9,HP1
NO2,2022-01-07 09:00:00,15.7,HP1
NO2,2022-01-07 10:00:00,13.7,HP1
NO2,2022-01-07 11:00:00,11.7,HP1
NO2,2022-01-07 12:00:00,11.7,HP1
NO2,2022-01-07 13:00:00,16.8,HP1
NO2,2022-01-07 14:00:00,18.9,HP1
NO2,2022-01-07 15:00:00,18.7,HP1
NO2,2022-01-07 16:00:00,16.4,HP1
NO2,2022-01-07 17:00:00,15,HP1
NO2,2022-01-07 18:00:00,21.8,HP1
NO2,2022-01-07 19:00:00,31.4,HP1
NO2,2022-01-07 20:00:00,35.9,HP1
NO2,2022-01-07 21:00:00,39.1,HP1
NO2,2022-01-07 22:00:00,35.4,HP1
NO2,2022-01-07 23:00:00,24.6,HP1
NO2,2022-01-08 00:00:00,16,HP1
NO2,2022-01-08 01:00:00,12.5,HP1
NO2,2022-01-08 02:00:00,11.3,HP1
NO2,2022-01-08 03:00:00,11.4,HP1
NO2,2022-01-08 04:00:00,9.4,HP1
NO2,2022-01-08 05:00:00,8.8,HP1
NO2,2022-01-08 06:00:00,11,HP1
NO2,2022-01-08 07:00:00,11.1,HP1
NO2,2022-01-08 08:00:00,12.8,HP1
NO2,2022-01-08 09:00:00,13.9,HP1
NO2,2022-01-08 10:00:00,12.2,HP1
NO2,2022-01-08 11:00:00,13.1,HP1
NO2,2022-01-08 12:00:00,12.3,HP1
NO2,2022-01-08 13:00:00,13.4,HP1
NO2,2022-01-08 14:00:00,14.1,HP1
NO2,2022-01-08 15:00:00,16.1,HP1
NO2,2022-01-08 16:00:00,18,HP1
NO2,2022-01-08 17:00:00,25.6,HP1
NO2,2022-01-08 18:00:00,23,HP1
NO2,2022-01-08 19:00:00,16.9,HP1
NO2,2022-01-08 20:00:00,9.5,HP1
NO2,2022-01-08 21:00:00,7.3,HP1
NO2,2022-01-08 22:00:00,9.6,HP1
NO2,2022-01-08 23:00:00,5.5,HP1
NO2,2022-01-09 00:00:00,6.7,HP1
NO2,2022-01-09 01:00:00,10.1,HP1
NO2,2022-01-09 02:00:00,6.4,HP1
NO2,2022-01-09 03:00:00,6.1,HP1
NO2,2022-01-09 04:00:00,5.7,HP1
NO2,2022-01-09 05:00:00,4.6,HP1
NO2,2022-01-09 06:00:00,7.9,HP1
NO2,2022-01-09 07:00:00,10.9,HP1
NO2,2022-01-09 08:00:00,14.6,HP1
NO2,2022-01-09 09:00:00,13.1,HP1
NO2,2022-01-09 10:00:00,13.8,HP1
NO2,2022-01-09 11:00:00,13.7,HP1
NO2,2022-01-09 12:00:00,15.4,HP1
NO2,2022-01-09 13:00:00,14.9,HP1
NO2,2022-01-09 14:00:00,16.5,HP1
NO2,2022-01-09 15:00:00,21.9,HP1
NO2,2022-01-09 16:00:00,33.5,HP1
NO2,2022-01-09 17:00:00,47.4,HP1
NO2,2022-01-09 18:00:00,65.1,HP1
NO2,2022-01-09 19:00:00,62,HP1
NO2,2022-01-09 20:00:00,55.1,HP1
NO2,2022-01-09 21:00:00,61.7,HP1
NO2,2022-01-09 22:00:00,40.7,HP1
NO2,2022-01-09 23:00:00,55.7,HP1
NO2,2022-01-10 00:00:00,54.3,HP1
NO2,2022-01-10 01:00:00,49.3,HP1
NO2,2022-01-10 02:00:00,42.2,HP1
NO2,2022-01-10 03:00:00,35.7,HP1
NO2,2022-01-10 04:00:00,28.7,HP1
NO2,2022-01-10 05:00:00,28.6,HP1
NO2,2022-01-10 06:00:00,30.3,HP1
NO2,2022-01-10 07:00:00,38.4,HP1
NO2,2022-01-10 08:00:00,47,HP1
NO2,2022-01-10 09:00:00,51.5,HP1
NO2,2022-01-10 10:00:00,57.1,HP1
NO2,2022-01-10 11:00:00,59.7,HP1
NO2,2022-01-10 12:00:00,38.1,HP1
NO2,2022-01-10 13:00:00,27.5,HP1
NO2,2022-01-10 14:00:00,27.7,HP1
NO2,2022-01-10 15:00:00,26.4,HP1
NO2,2022-01-10 16:00:00,25.4,HP1
NO2,2022-01-10 17:00:00,24,HP1
NO2,2022-01-10 18:00:00,27.1,HP1
NO2,2022-01-10 19:00:00,24.5,HP1
NO2,2022-01-10 20:00:00,24.6,HP1
NO2,2022-01-10 21:00:00,16.7,HP1
NO2,2022-01-10 22:00:00,11.3,HP1
NO2,2022-01-10 23:00:00,10.1,HP1
NO2,2022-01-11 00:00:00,8.3,HP1
NO2,2022-01-11 01:00:00,8.1,HP1
NO2,2022-01-11 02:00:00,6.5,HP1
NO2,2022-01-11 03:00:00,5.1,HP1
NO2,2022-01-11 04:00:00,4,HP1
NO2,2022-01-11 05:00:00,8.1,HP1
NO2,2022-01-11 06:00:00,16.8,HP1
NO2,2022-01-11 07:00:00,20.4,HP1
NO2,2022-01-11 08:00:00,26.8,HP1
NO2,2022-01-11 09:00:00,31.8,HP1
NO2,2022-01-11 10:00:00,23.7,HP1
NO2,2022-01-11 11:00:00,27.6,HP1
NO2,2022-01-11 12:00:00,26.5,HP1
NO2,2022-01-11 13:00:00,27.9,HP1
NO2,2022-01-11 14:00:00,34.3,HP1
NO2,2022-01-11 15:00:00,44.8,HP1
NO2,2022-01-11 16:00:00,50.4,HP1
NO2,2022-01-11 17:00:00,56.2,HP1
NO2,2022-01-11 18:00:00,44.8,HP1
NO2,2022-01-11 19:00:00,31.3,HP1
NO2,2022-01-11 20:00:00,29.9,HP1
NO2,2022-01-11 21:00:00,27.6,HP1
NO2,2022-01-11 22:00:00,21.9,HP1
NO2,2022-01-11 23:00:00,16.9,HP1
NO2,2022-01-12 00:00:00,19.8,HP1
NO2,2022-01-12 01:00:00,21,HP1
NO2,2022-01-12 02:00:00,21.3,HP1
NO2,2022-01-12 03:00:00,24.7,HP1
NO2,2022-01-12 04:00:00,27.7,HP1
NO2,2022-01-12 05:00:00,35.4,HP1
NO2,2022-01-12 06:00:00,42.3,HP1
NO2,2022-01-12 07:00:00,47.2,HP1
NO2,2022-01-12 08:00:00,49.7,HP1
NO2,2022-01-12 09:00:00,54,HP1
NO2,2022-01-12 10:00:00,55.3,HP1
NO2,2022-01-12 11:00:00,63.3,HP1
